1.665059809,1.476223974
3.460339234,0.913131364
0.195916039,1.212603747
0.214785444,1.513298119
3.259995783,3.882860155
4.048237001,1.918076687
3.977184459,2.266644611
1.815263583,0.919713866
4.348556526,1.86141353
2.986905243,2.940456992
0.14265781,3.763154049
0.728084652,0.073768242
4.228170683,2.971895715
1.720181567,4.217175734
4.46763212,0.666447836
2.328013666,3.24379712
0.564978552,1.51303254
2.345560364,0.308241493
0.540249576,3.41762259
1.447617712,0.342620677
2.430997301,3.744965113
3.167533077,0.955053885
0.321921302,2.351331914
3.897023019,1.538760492
0.439203955,3.646425181
2.877069731,3.681284189
3.320868444,2.64126409
3.842913348,2.93200775
4.143899614,0.582950162
4.226820624,1.104672088
4.258835346,1.530102732
0.654735032,3.797249059
0.269712839,3.131982177
0.0282402,3.005522583
2.179276156,2.2192377
3.481389879,1.381285601
4.014910337,3.543222452
2.929954981,2.091396097
4.012352595,2.606537959
0.506715899,3.478091344
2.699526869,9.551958238
3.81537458,6.897276173
1.998532979,8.459998721
2.624977474,8.597332295
1.130208087,8.731612573
3.928374924,7.357708404
1.00887067,7.900922772
2.154574794,8.856654743
0.293852362,9.756032435
0.14436225,8.290097435
0.228827225,7.888738274
2.642001039,7.588476345
2.973250899,5.52371456
0.410884809,9.554045492
4.384982402,7.957921717
3.160308018,5.61838942
3.224499566,5.932540996
0.718879411,9.695310231
1.091975768,9.618632719
3.254437586,5.681352585
3.089226108,7.073119842
1.716855218,8.628453982
3.869085557,8.705184884
3.282672867,6.216507511
1.033051178,6.283040549
3.139411375,7.698679444
2.593090022,8.691823698
2.440186371,8.018874561
3.16204398,5.871489751
2.695727875,7.526080648
0.207618068,5.661659069
4.053021131,6.564263939
4.203866596,5.73336433
0.781809268,8.23133495
3.658879494,6.937847517
2.63005754,8.715452073
3.290752489,6.673968799
2.55557286,9.975823045
1.041170443,9.763032306
0.6951066,9.644281132
5.364915274,5.718205857
3.587322047,4.060649523
6.953455996,5.959218565
4.122565044,7.00332999
5.894083806,4.185456785
5.528363737,5.421219847
3.719571049,6.773298991
5.79045268,3.686517546
6.670269497,3.120202868
3.406839576,4.652534352
3.069019578,5.031898015
6.760315363,2.986938232
4.39024315,5.296977277
3.543030095,3.807572003
4.659558548,3.861431007
3.641628167,6.888603827
7.061947973,3.581451166
7.196334206,4.277469306
5.992871107,5.337977201
6.775449038,4.495649749
3.380034502,3.012225734
3.584895506,5.278879425
7.112040753,5.922136162
7.191852255,2.923572726
3.253352961,6.599140262
2.990226961,5.621766778
4.851596727,2.871272039
3.722220427,4.567509829
6.1360816,2.782513981
3.962563985,6.749023317
6.659455046,3.809548347
5.404411596,6.275808739
6.841210481,4.209671908
4.365811652,3.517053805
6.820530535,5.499916305
4.767624566,5.035618936
4.950973188,3.786344927
3.486694895,2.831299176
4.875568546,5.551278354
5.884052791,6.62656125
8.335676704,3.175194057
7.078421537,4.435981951
6.285468147,0.090560478
7.827536259,4.142731551
6.440278487,2.742913568
7.441878176,2.683744909
7.441212704,2.310857913
6.440144295,1.566224163
8.147833424,3.908294901
8.149485819,3.664910852
8.708141663,0.487708941
6.79916104,2.217366912
8.836334145,3.283037625
8.42218583,3.457964157
8.025524958,2.165939166
6.608428813,3.990160432
9.930143148,3.257206512
8.571687543,2.485297865
6.775280041,0.54935931
6.710123492,4.316247551
9.106187884,0.531342941
6.971376573,0.376104003
9.27743817,2.199318468
6.549155283,0.641384862
8.413585078,0.749152641
8.955148639,1.043385616
9.803233279,4.252349913
8.467297722,3.647237948
6.53493216,4.109932999
8.422130517,0.204633718
8.062240351,1.025101172
9.197092785,3.689526379
7.051053703,3.566941431
8.014682818,0.735137542
6.362364083,1.607912229
9.440567153,0.480343834
8.341732171,1.406214378
7.101447837,0.032385517
6.597037802,1.980459586
7.305193966,0.921262534
7.427533442,5.936298261
9.173094147,8.819141333
8.43416822,9.270292224
7.637843562,7.308644979
6.393705529,5.754361498
8.914871044,8.209560349
9.434492227,9.224434144
7.916955889,8.596531574
8.69434046,9.489518604
7.645003587,9.837323936
7.815251471,6.798636479
6.222228784,7.483944206
8.096232112,9.34174613
9.819654674,6.775095633
9.394718873,7.37672626
8.102413415,5.938924144
6.445968465,7.135909989
9.96122708,5.760371
6.54684101,7.164179632
5.882794187,6.540705782
6.519419285,7.786435725
7.648163798,8.746781099
6.326431181,9.897928816
8.071849359,9.530545124
6.354427112,6.976073775
6.633044427,8.935349426
7.345632372,8.427977056
9.050151178,9.990474048
6.267403215,9.086042545
7.25818292,5.801752387
9.156303219,8.40958953
7.887422603,7.136897366
6.524213112,9.43504975
8.883379996,6.463728011
7.015190485,5.733375411
6.523982867,5.971004175
7.501432969,7.548650791
7.506526675,7.122411052
8.190048256,9.015184119
6.960057328,9.842567003
